CICLO,ENTE,RAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_INVERSIÓN
2014,Ramos Administrativos,Relaciones Exteriores,P004,Modificado,2168901179.74,1271735627.48,,1314507.81,3441951315.03,86404413.41,,,86404413.41,3528355728.44,97.55114222997571,2.4488577700242877
2014,Ramos Administrativos,Relaciones Exteriores,P004,Devengado,2168604321.11,1271531011.47,,1314507.81,3441449840.39,86404413.41,,,86404413.41,3527854253.8,97.55079413167564,2.4492058683243556
2014,Ramos Administrativos,Relaciones Exteriores,P004,Ejercicio,2168604321.11,1271531011.43,,1314507.81,3441449840.35,86404413.41,,,86404413.41,3527854253.76,97.55079413164788,2.4492058683521254
2014,Ramos Administrativos,Relaciones Exteriores,P004,Porcentaje Ejer/Aprob,98.3,90.0,,105.2,95.0,,,,,97.4,,
2014,Ramos Administrativos,Relaciones Exteriores,P004,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Relaciones Exteriores,P005,Promoción y defensa de los intereses de México en el Sistema de Naciones Unidas y demás foros multilaterales que se ocupan de temas globales,,,,,,,,,,,,
2014,Ramos Administrativos,Relaciones Exteriores,P005,Aprobado,260840613.0,121709640.0,,11500.0,382561753.0,0.0,,,0.0,382561753.0,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,P005,Modificado,212597914.23,56982834.24,,1201994.06,270782742.53,113508.58,,,113508.58,270896251.11,99.95809887381796,0.04190112618203371
2014,Ramos Administrativos,Relaciones Exteriores,P005,Devengado,212597914.23,56961299.86,,1201994.06,270761208.15,113508.58,,,113508.58,270874716.73,99.95809554270318,0.04190445729681816
2014,Ramos Administrativos,Relaciones Exteriores,P005,Ejercicio,212597914.23,56961299.86,,1201994.06,270761208.15,113508.58,,,113508.58,270874716.73,99.95809554270318,0.04190445729681816
2014,Ramos Administrativos,Relaciones Exteriores,P005,Porcentaje Ejer/Aprob,81.5,46.8,,10452.1,70.8,,,,,70.8,,
2014,Ramos Administrativos,Relaciones Exteriores,P005,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Relaciones Exteriores,P008,"Foros, publicaciones y actividades en materia de equidad de género",,,,,,,,,,,,
2014,Ramos Administrativos,Relaciones Exteriores,P008,Aprobado,,850000.0,,150000.0,1000000.0,,,,0.0,1000000.0,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,P008,Modificado,,273245.88,,439053.34,712299.22,,,,0.0,712299.22,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,P008,Devengado,,273245.88,,439053.34,712299.22,,,,0.0,712299.22,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,P008,Ejercicio,,273245.88,,439053.34,712299.22,,,,0.0,712299.22,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,P008,Porcentaje Ejer/Aprob,,32.1,,292.7,71.2,,,,,71.2,,
2014,Ramos Administrativos,Relaciones Exteriores,P008,Porcentaje Ejer/Modif,,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Relaciones Exteriores,R099,"Cuotas, Apoyos y Aportaciones a Organismos Internacionales",,,,,,,,,,,,
2014,Ramos Administrativos,Relaciones Exteriores,R099,Aprobado,,,,1637000000.0,1637000000.0,,,,0.0,1637000000.0,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,R099,Modificado,,,,1406055454.12,1406055454.12,,,,0.0,1406055454.12,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,R099,Devengado,,,,1406055454.12,1406055454.12,,,,0.0,1406055454.12,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,R099,Ejercicio,,,,1406055454.12,1406055454.12,,,,0.0,1406055454.12,100.0,0.0
2014,Ramos Administrativos,Relaciones Exteriores,R099,Porcentaje Ejer/Aprob,,,,85.9,85.9,,,,,85.9,,
2014,Ramos Administrativos,Relaciones Exteriores,R099,Porcentaje Ejer/Modif,,,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Aprobado,18983963644.0,7017130498.0,11578840748.0,1522738737.0,39102673627.0,601884032.0,153766523.0,2024006000.0,2779656555.0,41882330182.0,93.36317596723731,6.6368240327626955
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Modificado,18312511065.04,8281970445.08,12531527304.3,4407175143.0,43533183957.42,311260630.9,133125262.92,6303606619.65,6747992513.47,50281176470.89,86.57948563041934,13.420514369580655
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Devengado,18312508454.29,8281432657.53,12531474568.83,4407175143.0,43532590823.65,311260598.47,133125262.92,6303606619.65,6747992481.04,50280583304.69,86.57932737146554,13.420672628534463
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Ejercicio,18312508454.29,8281432657.53,12531474568.83,4407175143.0,43532590823.65,311260598.47,133125262.92,6303606619.65,6747992481.04,50280583304.69,86.57932737146554,13.420672628534463
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Porcentaje Ejer/Aprob,96.5,118.0,108.2,289.4,111.3,51.7,86.6,311.4,242.8,120.1,,
2014,Ramos Administrativos,Hacienda y Crédito Público,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,"Producción de impresos valorados, no valorados, numerados y de seguridad",,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Aprobado,53859068.0,232863433.0,,,286722501.0,0.0,,,0.0,286722501.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Modificado,51231948.57,172458498.77,,,223690447.34,309464.0,,,309464.0,223999911.34,99.86184637388973,0.13815362611027004
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Devengado,51231948.57,172458498.77,,,223690447.34,309464.0,,,309464.0,223999911.34,99.86184637388973,0.13815362611027004
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Ejercicio,51231948.57,172458498.77,,,223690447.34,309464.0,,,309464.0,223999911.34,99.86184637388973,0.13815362611027004
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Porcentaje Ejer/Aprob,95.1,74.1,,,78.0,,,,,78.1,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B001,Porcentaje Ejer/Modif,100.0,100.0,,,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Producción y comercialización de billetes de lotería,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Aprobado,,0.0,,,0.0,,,,0.0,0.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Modificado,,98055497.0,,,98055497.0,,,,0.0,98055497.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Devengado,,98055497.0,,,98055497.0,,,,0.0,98055497.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Ejercicio,,98055497.0,,,98055497.0,,,,0.0,98055497.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Porcentaje Ejer/Aprob,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,B002,Porcentaje Ejer/Modif,,100.0,,,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Administración de los fondos federales y valores en propiedad y/o custodia del Gobierno Federal,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Aprobado,218022823.0,476382640.0,,2000.0,694407463.0,1671090.0,,,1671090.0,696078553.0,99.75992795744132,0.24007204255867945
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Modificado,213884646.71,390291937.71,,0.0,604176584.42,2605366.13,,,2605366.13,606781950.55,99.57062563781957,0.4293743621804243
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Devengado,213884646.71,390291937.71,,0.0,604176584.42,2605366.13,,,2605366.13,606781950.55,99.57062563781957,0.4293743621804243
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Ejercicio,213884646.71,390291937.71,,0.0,604176584.42,2605366.13,,,2605366.13,606781950.55,99.57062563781957,0.4293743621804243
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Porcentaje Ejer/Aprob,98.1,81.9,,,87.0,155.9,,,155.9,87.2,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E003,Porcentaje Ejer/Modif,100.0,100.0,,,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Recopilación y producción de material informativo (Notimex),,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Aprobado,121639529.0,47205302.0,,,168844831.0,,,,0.0,168844831.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Modificado,121086646.0,47205302.0,,,168291948.0,,,,0.0,168291948.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Devengado,121086646.0,47205302.0,,,168291948.0,,,,0.0,168291948.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Ejercicio,121086646.0,47205302.0,,,168291948.0,,,,0.0,168291948.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Porcentaje Ejer/Aprob,99.5,100.0,,,99.7,,,,,99.7,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E005,Porcentaje Ejer/Modif,100.0,100.0,,,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Promoción del acceso a la información pública,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Aprobado,187069106.0,134876689.0,,3720004.0,325665799.0,,,,0.0,325665799.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Modificado,55146631.29,10689370.67,,565515.65,66401517.61,,,,0.0,66401517.61,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Devengado,55146631.29,10689370.67,,565515.65,66401517.61,,,,0.0,66401517.61,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Ejercicio,55146631.29,10689370.67,,565515.65,66401517.61,,,,0.0,66401517.61,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Porcentaje Ejer/Aprob,29.5,7.9,,15.2,20.4,,,,,20.4,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E006,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Protección de Datos Personales,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Aprobado,54752545.0,135861234.0,,3619596.0,194233375.0,0.0,,,0.0,194233375.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Modificado,16420020.72,6842832.07,,279582.99,23542435.78,0.0,,,0.0,23542435.78,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Devengado,16420020.72,6842832.07,,279582.99,23542435.78,0.0,,,0.0,23542435.78,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Ejercicio,16420020.72,6842832.07,,279582.99,23542435.78,0.0,,,0.0,23542435.78,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Porcentaje Ejer/Aprob,30.0,5.0,,7.7,12.1,,,,,12.1,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E007,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,"Administración, restauración y difusión del acervo patrimonial y documental de la SHCP",,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Aprobado,50703819.0,65790088.0,,26620000.0,143113907.0,748666.0,,,748666.0,143862573.0,99.47959640621748,0.5204035937825191
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Modificado,51227025.8,33513421.63,,11093836.68,95834284.11,1028188.0,,,1028188.0,96862472.11,98.93850737277037,1.0614926272296232
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Devengado,51227025.8,33513421.63,,11093836.68,95834284.11,1028188.0,,,1028188.0,96862472.11,98.93850737277037,1.0614926272296232
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Ejercicio,51227025.8,33513421.63,,11093836.68,95834284.11,1028188.0,,,1028188.0,96862472.11,98.93850737277037,1.0614926272296232
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Porcentaje Ejer/Aprob,101.0,50.9,,41.7,67.0,137.3,,,137.3,67.3,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E008,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Protección y Defensa de los Usuarios de Servicios Financieros,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Aprobado,404334183.0,159952758.0,,14300000.0,578586941.0,0.0,,,0.0,578586941.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Modificado,408714476.01,149678201.28,,16918550.39,575311227.68,6614712.06,,,6614712.06,581925939.74,98.86330689039994,1.1366931096000639
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Devengado,408714476.01,149678201.28,,16918550.39,575311227.68,6614712.06,,,6614712.06,581925939.74,98.86330689039994,1.1366931096000639
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Ejercicio,408714476.01,149678201.28,,16918550.39,575311227.68,6614712.06,,,6614712.06,581925939.74,98.86330689039994,1.1366931096000639
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Porcentaje Ejer/Aprob,101.1,93.6,,118.3,99.4,,,,,100.6,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E011,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Actividades orientadas al Otorgamiento de crédito a Estados y municipios,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Aprobado,,,,,0.0,,,0.0,0.0,0.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Modificado,,,,,0.0,,,2000000000.0,2000000000.0,2000000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Devengado,,,,,0.0,,,2000000000.0,2000000000.0,2000000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Ejercicio,,,,,0.0,,,2000000000.0,2000000000.0,2000000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Porcentaje Ejer/Aprob,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E016,Porcentaje Ejer/Modif,,,,,,,,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Control de la operación aduanera,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Aprobado,2876442541.0,255621920.0,,2000000.0,3134064461.0,,,,0.0,3134064461.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Modificado,2657705816.39,460349858.93,,1356413629.74,4474469305.06,,,,0.0,4474469305.06,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Devengado,2657705637.12,460349858.93,,1356413629.74,4474469125.79,,,,0.0,4474469125.79,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Ejercicio,2657705637.12,460349858.93,,1356413629.74,4474469125.79,,,,0.0,4474469125.79,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Porcentaje Ejer/Aprob,92.4,180.1,,67820.7,142.8,,,,,142.8,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E025,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Recaudación de las contribuciones federales,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Aprobado,7243728022.0,1637849427.0,,508000000.0,9389577449.0,51852225.0,,,51852225.0,9441429674.0,99.45080113086271,0.5491988691372844
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Modificado,7423101319.42,2433337380.54,,152404613.0,10008843312.96,1919672.4,,,1919672.4,10010762985.36,99.980823915192,0.019176084807994945
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Devengado,7423101319.42,2433337380.54,,152404613.0,10008843312.96,1919672.4,,,1919672.4,10010762985.36,99.980823915192,0.019176084807994945
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Ejercicio,7423101319.42,2433337380.54,,152404613.0,10008843312.96,1919672.4,,,1919672.4,10010762985.36,99.980823915192,0.019176084807994945
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Porcentaje Ejer/Aprob,102.5,148.6,,30.0,106.6,3.7,,,3.7,106.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E026,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Protección y Defensa de los Contribuyentes,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Aprobado,228991658.0,408000735.0,,,636992393.0,,,,0.0,636992393.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Modificado,311549679.98,372492664.09,,,684042344.07,,,,0.0,684042344.07,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Devengado,311549679.98,372492664.09,,,684042344.07,,,,0.0,684042344.07,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Ejercicio,311549679.98,372492664.09,,,684042344.07,,,,0.0,684042344.07,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Porcentaje Ejer/Aprob,136.1,91.3,,,107.4,,,,,107.4,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E028,Porcentaje Ejer/Modif,100.0,100.0,,,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Administración y enajenación de los activos referidos en la Ley Federal para la Administración y Enajenación de Bienes del Sector Público,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Aprobado,530099620.0,389956278.0,,0.0,920055898.0,,,,0.0,920055898.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Modificado,562130743.38,353384465.67,,1284325627.17,2199840836.22,,,,0.0,2199840836.22,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Devengado,562130743.38,353384465.67,,1284325627.17,2199840836.22,,,,0.0,2199840836.22,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Ejercicio,562130743.38,353384465.67,,1284325627.17,2199840836.22,,,,0.0,2199840836.22,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Porcentaje Ejer/Aprob,106.0,90.6,,,239.1,,,,,239.1,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E032,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Atención Integral a Víctimas y Ofendidos de Delitos de Alto Impacto,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Aprobado,131132055.0,110337292.0,,1858379.0,243327726.0,,,,0.0,243327726.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Modificado,138609685.28,78155644.11,,500739659.5,717504988.89,,,,0.0,717504988.89,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Devengado,138609685.28,77659350.47,,500739659.5,717008695.25,,,,0.0,717008695.25,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Ejercicio,138609685.28,77659350.47,,500739659.5,717008695.25,,,,0.0,717008695.25,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Porcentaje Ejer/Aprob,105.7,70.4,,26945.0,294.7,,,,,294.7,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E033,Porcentaje Ejer/Modif,100.0,99.4,,100.0,99.9,,,,,99.9,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Atención Integral a Familiares de Personas Desaparecidas o No Localizadas,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Aprobado,34356542.0,35520059.0,,395659.0,70272260.0,,,,0.0,70272260.0,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Modificado,17118684.78,4587460.26,,74565.97,21780711.01,,,,0.0,21780711.01,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Devengado,17118684.78,4587460.26,,74565.97,21780711.01,,,,0.0,21780711.01,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Ejercicio,17118684.78,4587460.26,,74565.97,21780711.01,,,,0.0,21780711.01,100.0,0.0
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Porcentaje Ejer/Aprob,49.8,12.9,,18.8,31.0,,,,,31.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,E034,Porcentaje Ejer/Modif,100.0,100.0,,100.0,100.0,,,,,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Programa de Garantías Liquidas,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Aprobado,,,,,0.0,,,358500000.0,358500000.0,358500000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Modificado,,,,,0.0,,,366015000.0,366015000.0,366015000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Devengado,,,,,0.0,,,366015000.0,366015000.0,366015000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Ejercicio,,,,,0.0,,,366015000.0,366015000.0,366015000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Porcentaje Ejer/Aprob,,,,,,,,102.1,102.1,102.1,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F001,Porcentaje Ejer/Modif,,,,,,,,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,"Programa integral de formación, capacitación y consultoría para Productores e Intermediarios Financieros Rurales.",,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Aprobado,,,,,0.0,,,62700000.0,62700000.0,62700000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Modificado,,,,,0.0,,,62073000.0,62073000.0,62073000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Devengado,,,,,0.0,,,62073000.0,62073000.0,62073000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Ejercicio,,,,,0.0,,,62073000.0,62073000.0,62073000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Porcentaje Ejer/Aprob,,,,,,,,99.0,99.0,99.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F002,Porcentaje Ejer/Modif,,,,,,,,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Actividades orientadas a ofrecer productos y servicios para fortalecer el sector y fomentar la inclusión Financiera,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Aprobado,,257938137.0,,,257938137.0,408802148.0,153766523.0,,562568671.0,820506808.0,31.43644080525411,68.56355919474589
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Modificado,,323792128.21,,,323792128.21,212282576.69,133125262.92,,345407839.61,669199967.82,48.384958723891174,51.615041276108826
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Devengado,,323792128.21,,,323792128.21,212282544.26,133125262.92,,345407807.18,669199935.39,48.384961068667565,51.615038931332435
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Ejercicio,,323792128.21,,,323792128.21,212282544.26,133125262.92,,345407807.18,669199935.39,48.384961068667565,51.615038931332435
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Porcentaje Ejer/Aprob,,125.5,,,125.5,51.9,86.6,,61.4,81.6,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F006,Porcentaje Ejer/Modif,,100.0,,,100.0,100.0,100.0,,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Actividades orientadas al otorgamiento de financiamiento para la exportación,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Aprobado,,,,,0.0,,,0.0,0.0,0.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Modificado,,,,,0.0,,,1800000000.0,1800000000.0,1800000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Devengado,,,,,0.0,,,1800000000.0,1800000000.0,1800000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Ejercicio,,,,,0.0,,,1800000000.0,1800000000.0,1800000000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Porcentaje Ejer/Aprob,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F007,Porcentaje Ejer/Modif,,,,,,,,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Programas de Capital de Riesgo y para Servicios de Cobertura,,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Aprobado,,0.0,,,0.0,,,129700000.0,129700000.0,129700000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Modificado,,3696450.0,,,3696450.0,,,126003550.0,126003550.0,129700000.0,2.85,97.15
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Devengado,,3696450.0,,,3696450.0,,,126003550.0,126003550.0,129700000.0,2.85,97.15
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Ejercicio,,3696450.0,,,3696450.0,,,126003550.0,126003550.0,129700000.0,2.85,97.15
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Porcentaje Ejer/Aprob,,,,,,,,97.2,97.2,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F010,Porcentaje Ejer/Modif,,100.0,,,100.0,,,100.0,100.0,100.0,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,"Programa que Canaliza Apoyos para el Fomento a los Sectores Agropecuario, Forestal, Pesquero y Rural.",,,,,,,,,,,,
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,Aprobado,,,,,0.0,,,534100000.0,534100000.0,534100000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,Modificado,,,,,0.0,,,534100000.0,534100000.0,534100000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,Devengado,,,,,0.0,,,534100000.0,534100000.0,534100000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,Ejercicio,,,,,0.0,,,534100000.0,534100000.0,534100000.0,0.0,100.0
2014,Ramos Administrativos,Hacienda y Crédito Público,F017,Porcentaje Ejer/Aprob,,,,,,,,100.0,100.0,100.0,,
